"","long","lat","tract","plot","biomass","biomass.fin","bio.ton","long.1","lat.1","tract.1","plot.1","biomass.1","optional"
"184",118.25225,9.50228,252,1,38887.2307946294,77774.4615892588,77.7744615892588,118.25225,9.50228,252,1,38887.2307946294,TRUE
"185",118.50225,9.50228,253,1,54962.7812349762,109925.562469952,109.925562469952,118.50225,9.50228,253,1,54962.7812349762,TRUE
"186",122.75228,9.50225,254,1,5438.32164875852,10876.643297517,10.876643297517,122.75228,9.50225,254,1,5438.32164875852,TRUE
"187",123.00229,9.50225,255,1,6323.81505797157,12647.6301159431,12.6476301159431,123.00229,9.50225,255,1,6323.81505797157,TRUE
"188",125.7523,9.50223,257,1,4082.45302432423,8164.90604864845,8.16490604864845,125.7523,9.50223,257,1,4082.45302432423,TRUE
"189",118.25225,9.25228,258,1,37394.8687840718,74789.7375681437,74.7897375681437,118.25225,9.25228,258,1,37394.8687840718,TRUE
"190",123.00228,9.25225,259,1,32669.3623887828,65338.7247775655,65.3387247775655,123.00228,9.25225,259,1,32669.3623887828,TRUE
"191",123.25228,9.25225,260,1,16986.7581794044,33973.5163588088,33.9735163588088,123.25228,9.25225,260,1,16986.7581794044,TRUE
"192",125.75229,9.25223,261,1,59468.3650384437,118936.730076887,118.936730076887,125.75229,9.25223,261,1,59468.3650384437,TRUE
"193",126.0023,9.25222,262,1,24931.8858219743,49863.7716439487,49.8637716439487,126.0023,9.25222,262,1,24931.8858219743,TRUE
"194",117.75224,9.00228,263,1,58683.35047126,117366.70094252,117.36670094252,117.75224,9.00228,263,1,58683.35047126,TRUE
"195",118.00225,9.00228,264,1,5155.38923705084,10310.7784741017,10.3107784741017,118.00225,9.00228,264,1,5155.38923705084,TRUE
"196",125.25229,9.00224,265,1,4395.51007495783,8791.02014991566,8.79102014991566,125.25229,9.00224,265,1,4395.51007495783,TRUE
"197",125.50229,9.00223,266,1,2422.61549409537,4845.23098819073,4.84523098819073,125.50229,9.00223,266,1,2422.61549409537,TRUE
"198",125.7523,9.00223,267,1,15849.3741824958,31698.7483649917,31.6987483649917,125.7523,9.00223,267,1,15849.3741824958,TRUE
"199",126.0023,9.00223,268,1,49996.7743748245,99993.5487496491,99.9935487496491,126.0023,9.00223,268,1,49996.7743748245,TRUE
"200",117.50224,8.75228,269,1,13397.9830152169,26795.9660304337,26.7959660304337,117.50224,8.75228,269,1,13397.9830152169,TRUE
"201",125.00229,8.75224,271,1,56517.0649382148,113034.12987643,113.03412987643,125.00229,8.75224,271,1,56517.0649382148,TRUE
"202",125.25229,8.75224,272,1,8314.15913905251,16628.318278105,16.628318278105,125.25229,8.75224,272,1,8314.15913905251,TRUE
"203",125.50229,8.75223,273,1,3719.2514289996,7438.5028579992,7.4385028579992,125.50229,8.75223,273,1,3719.2514289996,TRUE
