"","long","lat","tract","plot","biomass","biomass.fin","bio.ton","long.1","lat.1","tract.1","plot.1","biomass.1","optional"
"1",120.75236,18.50227,1,1,24080.2565187073,48160.5130374145,48.1605130374145,120.75236,18.50227,1,1,24080.2565187073,TRUE
"2",121.00236,18.50227,2,1,182495.834874812,364991.669749623,364.991669749623,121.00236,18.50227,2,1,182495.834874812,TRUE
"3",121.25236,18.50226,3,1,34370.3742240001,68740.7484480002,68.7407484480002,121.25236,18.50226,3,1,34370.3742240001,TRUE
"4",120.75235,18.25227,4,1,15562.2846503135,31124.569300627,31.124569300627,120.75235,18.25227,4,1,15562.2846503135,TRUE
"5",121.00235,18.25227,5,1,828.728296761144,1657.45659352229,1.65745659352229,121.00235,18.25227,5,1,828.728296761144,TRUE
"6",121.25236,18.25227,6,1,40417.3950729207,80834.7901458414,80.8347901458414,121.25236,18.25227,6,1,40417.3950729207,TRUE
"7",122.00237,18.25225,9,1,6310.32070466868,12620.6414093374,12.6206414093374,122.00237,18.25225,9,1,6310.32070466868,TRUE
"8",122.25237,18.25226,10,1,59814.8164997922,119629.632999584,119.629632999584,122.25237,18.25226,10,1,59814.8164997922,TRUE
"9",120.50234,18.00228,11,1,4193.56906891115,8387.1381378223,8.3871381378223,120.50234,18.00228,11,1,4193.56906891115,TRUE
"10",120.75235,18.00227,12,1,9105.31134734447,18210.6226946889,18.2106226946889,120.75235,18.00227,12,1,9105.31134734447,TRUE
"11",121.25235,18.00227,14,1,236218.817707997,472437.635415993,472.437635415993,121.25235,18.00227,14,1,236218.817707997,TRUE
"12",121.50236,18.00226,15,1,97590.4799850847,195180.959970169,195.180959970169,121.50236,18.00226,15,1,97590.4799850847,TRUE
"13",121.75236,18.00226,16,1,3793.43751367756,7586.87502735512,7.58687502735512,121.75236,18.00226,16,1,3793.43751367756,TRUE
"14",120.50234,17.75227,18,1,10046.3744129569,20092.7488259139,20.0927488259139,120.50234,17.75227,18,1,10046.3744129569,TRUE
"15",120.75235,17.75227,19,1,1708.79210062346,3417.58420124693,3.41758420124693,120.75235,17.75227,19,1,1708.79210062346,TRUE
"16",121.25235,17.75227,21,1,10246.630207083,20493.2604141661,20.4932604141661,121.25235,17.75227,21,1,10246.630207083,TRUE
"17",120.50234,17.50227,25,1,956.195900854441,1912.39180170888,1.91239180170888,120.50234,17.50227,25,1,956.195900854441,TRUE
"18",120.75235,17.50227,26,1,13283.7789200682,26567.5578401364,26.5675578401364,120.75235,17.50227,26,1,13283.7789200682,TRUE
"19",121.25235,17.50226,28,1,7890.8795953056,15781.7591906112,15.7817591906112,121.25235,17.50226,28,1,7890.8795953056,TRUE
"20",121.50235,17.50226,29,1,3213.70783106059,6427.41566212117,6.42741566212117,121.50235,17.50226,29,1,3213.70783106059,TRUE
"21",122.00236,17.50226,31,1,66181.9523449936,132363.904689987,132.363904689987,122.00236,17.50226,31,1,66181.9523449936,TRUE
"22",120.50234,17.25227,32,1,5679.2147587408,11358.4295174816,11.3584295174816,120.50234,17.25227,32,1,5679.2147587408,TRUE
"23",120.75233,17.25227,33,1,8125.619325018,16251.238650036,16.251238650036,120.75233,17.25227,33,1,8125.619325018,TRUE
"24",121.00234,17.25227,34,1,924.736171496592,1849.47234299318,1.84947234299318,121.00234,17.25227,34,1,924.736171496592,TRUE
"25",121.25234,17.25227,35,1,42669.3007797386,85338.6015594772,85.3386015594772,121.25234,17.25227,35,1,42669.3007797386,TRUE
"26",122.00235,17.25226,38,1,107296.015317162,214592.030634325,214.592030634325,122.00235,17.25226,38,1,107296.015317162,TRUE
"27",122.25236,17.25226,39,1,61365.5830962952,122731.16619259,122.73116619259,122.25236,17.25226,39,1,61365.5830962952,TRUE
"28",120.50233,17.00227,40,1,10348.6717357926,20697.3434715853,20.6973434715853,120.50233,17.00227,40,1,10348.6717357926,TRUE
"29",120.75233,17.00227,41,1,8015.13842802408,16030.2768560482,16.0302768560482,120.75233,17.00227,41,1,8015.13842802408,TRUE
"30",121.00234,17.00226,42,1,89288.2443173871,178576.488634774,178.576488634774,121.00234,17.00226,42,1,89288.2443173871,TRUE
"31",121.25234,17.00227,43,1,9230.42465306187,18460.8493061237,18.4608493061237,121.25234,17.00227,43,1,9230.42465306187,TRUE
"32",121.50234,17.00227,44,1,3520.03114945061,7040.06229890123,7.04006229890123,121.50234,17.00227,44,1,3520.03114945061,TRUE
"33",122.25235,17.00226,47,1,100156.684041541,200313.368083081,200.313368083081,122.25235,17.00226,47,1,100156.684041541,TRUE
"34",120.50233,16.75227,48,1,17130.727645053,34261.455290106,34.261455290106,120.50233,16.75227,48,1,17130.727645053,TRUE
"35",120.75233,16.75227,49,1,14236.1234020692,28472.2468041385,28.4722468041385,120.75233,16.75227,49,1,14236.1234020692,TRUE
"36",121.00234,16.75227,50,1,17310.5129354775,34621.025870955,34.621025870955,121.00234,16.75227,50,1,17310.5129354775,TRUE
"37",121.25234,16.75226,51,1,792.632455272572,1585.26491054514,1.58526491054514,121.25234,16.75226,51,1,792.632455272572,TRUE
"38",122.25235,16.75225,55,1,44511.8373979405,89023.6747958811,89.0236747958811,122.25235,16.75225,55,1,44511.8373979405,TRUE
